contig	count
contig-100_4_8	28960
contig-100_515_1	10
contig-100_305_1	88
contig-100_86_1	931
contig-100_41_10	73
contig-100_323_1	1697
contig-100_198_1	703
contig-100_492_3	34
contig-100_51_9	36
contig-100_237_2	282
contig-100_36_10	26
contig-100_31_1	203561
contig-100_13_11	6132
contig-100_74_8	39
contig-100_186_1	265
contig-100_21_11	23
contig-100_4_55	2336
contig-100_220_1	103
contig-100_500_1	19
contig-100_17_15	884
contig-100_398_1	17
contig-100_138_4	35
contig-100_47_3	2880
contig-100_194_1	91
contig-100_69_1	431559
contig-100_251_1	6099
contig-100_50_10	11
contig-100_167_5	6
contig-100_58_8	23
contig-100_34_8	2300
contig-100_96_6	4
contig-100_195_2	259
contig-100_2_13	1050
contig-100_332_2	6
contig-100_524_1	76
contig-100_298_3	12
contig-100_419_1	30
contig-100_1_63	2524
contig-100_467_2	7
contig-100_91_3	359
contig-100_3_5	13765
contig-100_140_5	7
contig-100_4_23	2708
contig-100_21_9	5508
contig-100_7_44	307
contig-100_10_21	570
contig-100_1_17	21033
contig-100_159_2	107500
contig-100_219_1	330
contig-100_550_1	26
contig-100_244_1	58
contig-100_146_5	23
contig-100_233_2	114
contig-100_113_5	4
contig-100_79_3	222
contig-100_51_4	3985
contig-100_311_2	4
contig-100_273_3	6577
contig-100_150_4	4
contig-100_56_1	19919
contig-100_4_18	4367
contig-100_81_1	8189
contig-100_190_5	30394
contig-100_26_13	223
contig-100_334_2	9
contig-100_210_1	2985
contig-100_16_15	400
contig-100_2_1	6343
contig-100_215_1	2728
contig-100_19_18	478
contig-100_100_4	1575
contig-100_32_1	8317
contig-100_107_4	762
contig-100_360_2	5
contig-100_152_4	34
contig-100_19_11	883
contig-100_258_4	6
contig-100_5_20	950
contig-100_9_25	473
contig-100_172_3	32
contig-100_13_23	360
contig-100_438_1	5841
contig-100_0_100	414
contig-100_8_27	2667
contig-100_19_13	537
contig-100_323_3	3
contig-100_2_12	2094
contig-100_31_8	369
contig-100_1_45	1479
contig-100_14_5	30533
contig-100_32_3	9729
contig-100_12_24	945
contig-100_226_2	774
contig-100_11_23	675
contig-100_46_5	556
contig-100_28_10	229
contig-100_154_4	2
contig-100_63_8	4
contig-100_3_28	2214
contig-100_59_5	393
contig-100_75_8	29
contig-100_120_1	7630
contig-100_105_4	922
contig-100_9_17	1338
contig-100_295_2	15
contig-100_44_9	137
contig-100_84_5	68
contig-100_11_27	5320
contig-100_3_33	23328
contig-100_357_4	12
contig-100_1_14	61393
contig-100_37_2	2351
contig-100_474_3	4
contig-100_8_38	1312
contig-100_17_7	6747
contig-100_86_5	1
contig-100_493_2	2409
contig-100_9_44	46
contig-100_51_3	995
contig-100_141_7	7
contig-100_17_20	215
contig-100_130_3	38
contig-100_26_9	182
contig-100_0_27	15590
contig-100_109_1	4972
contig-100_154_3	132
contig-100_11_10	1943
contig-100_21_6	76870
contig-100_534_1	11
contig-100_269_3	14
contig-100_112_4	5
contig-100_46_7	2013
contig-100_92_1	7183
contig-100_353_1	97
contig-100_23_1	65465
contig-100_4_3	5990
contig-100_12_23	400
contig-100_96_2	2814
contig-100_455_2	29
contig-100_0_6	18885
contig-100_29_10	92
contig-100_450_1	1411
contig-100_63_1	1851
contig-100_114_4	133
contig-100_12_21	721
contig-100_160_3	192
contig-100_49_5	179
contig-100_373_3	67
contig-100_2_20	1845
contig-100_62_4	88
contig-100_1_80	350
contig-100_12_10	1303
contig-100_406_1	15
contig-100_113_4	62
contig-100_3_6	13282
contig-100_0_66	1828
contig-100_134_6	4
contig-100_49_13	105
contig-100_183_2	134
contig-100_33_9	21
contig-100_279_1	305
contig-100_41_3	1353
contig-100_142_2	306
contig-100_190_1	5965
contig-100_43_8	26344
contig-100_298_1	34051
contig-100_4_26	2771
contig-100_44_12	82
contig-100_6_34	1155
contig-100_295_1	51
contig-100_11_16	1867
contig-100_82_5	119
contig-100_175_2	176
contig-100_2_59	14
contig-100_409_1	5
contig-100_343_3	6
contig-100_7_20	1186
contig-100_39_1	21890
contig-100_44_14	9
contig-100_536_2	6
contig-100_402_1	12
contig-100_4_36	1552
contig-100_10_28	101
contig-100_234_3	5
contig-100_4_15	24087
contig-100_182_4	7
contig-100_14_12	795
contig-100_410_1	6
contig-100_263_1	1143
contig-100_557_1	14
contig-100_231_3	11
contig-100_10_22	1312
contig-100_409_2	8
contig-100_9_22	1867
contig-100_1_18	32240
contig-100_30_2	116025
contig-100_29_12	12
contig-100_522_1	2
contig-100_56_12	14
contig-100_14_2	7470
contig-100_0_31	5789
contig-100_291_2	8
contig-100_561_3	5
contig-100_327_2	3
contig-100_9_41	33
contig-100_246_3	26
contig-100_23_6	39276
contig-100_153_1	1019
contig-100_2_27	2238
contig-100_368_3	4
contig-100_226_1	836
contig-100_3_66	1334
contig-100_2_8	4019
contig-100_319_2	150
contig-100_1_68	1297
contig-100_2_45	902
contig-100_389_1	28
contig-100_42_7	176980
contig-100_133_2	1015
contig-100_129_2	998
contig-100_347_2	14
contig-100_8_39	241
contig-100_6_47	635
contig-100_13_10	20237
contig-100_2_65	61
contig-100_8_46	204
contig-100_57_9	2
contig-100_447_1	16
contig-100_170_7	1
contig-100_21_12	111
contig-100_25_14	64
contig-100_3_30	7519
contig-100_90_3	102
contig-100_90_8	4
contig-100_16_1	210570
contig-100_491_3	11
contig-100_95_2	1993
contig-100_184_3	32
contig-100_0_53	5551
contig-100_241_5	2
contig-100_287_2	80
contig-100_0_93	399
contig-100_9_13	1801
contig-100_57_10	8
contig-100_5_27	391
contig-100_1_2	10916
contig-100_56_5	111
contig-100_162_1	415
contig-100_10_4	268706
contig-100_103_2	35357
contig-100_312_1	282
contig-100_342_1	5465
contig-100_83_1	35722
contig-100_5_52	1441
contig-100_220_5	6
contig-100_0_89	503
contig-100_85_2	573
contig-100_115_2	707
contig-100_284_3	14
contig-100_204_4	6
contig-100_3_51	1513
contig-100_80_6	5
contig-100_6_22	1904
contig-100_24_13	66
contig-100_36_4	215766
contig-100_7_5	38831
contig-100_23_17	10
contig-100_89_4	83
contig-100_99_4	253
contig-100_98_8	14
contig-100_192_3	15
contig-100_174_4	26
contig-100_61_7	48
contig-100_3_18	9493
contig-100_4_42	1354
contig-100_8_32	1178
contig-100_176_3	100
contig-100_0_78	897
contig-100_348_2	5
contig-100_367_1	36
contig-100_300_1	31343
contig-100_20_5	58036
contig-100_35_5	23350
contig-100_512_1	22
contig-100_71_3	597
contig-100_333_1	67
contig-100_15_30	102
contig-100_16_20	425
contig-100_313_2	25
contig-100_119_3	1304
contig-100_471_1	62
contig-100_0_83	3066
contig-100_2_32	1877
contig-100_3_57	39
contig-100_113_6	23
contig-100_468_1	36
contig-100_336_2	24
contig-100_17_12	999
contig-100_249_2	96
contig-100_33_12	17
contig-100_4_63	180
contig-100_1_29	22245
contig-100_5_49	672
contig-100_206_3	19
contig-100_135_2	886
contig-100_424_2	1
contig-100_6_50	846
contig-100_163_1	1491
contig-100_0_46	5983
contig-100_38_10	34
contig-100_5_2	61121
contig-100_22_18	1
contig-100_495_1	38
contig-100_331_2	12
contig-100_12_6	5336
contig-100_31_12	849
contig-100_58_7	8
contig-100_230_3	6
contig-100_121_5	191
contig-100_53_3	288
contig-100_25_17	2318
contig-100_28_3	1128
contig-100_9_29	509
contig-100_4_49	539
contig-100_0_108	791
contig-100_164_3	12
contig-100_45_4	13608
contig-100_348_1	30
contig-100_307_3	5
contig-100_177_2	85
contig-100_57_4	1279
contig-100_337_1	21
contig-100_15_7	151914
contig-100_303_3	16
contig-100_439_1	9
contig-100_139_4	50
contig-100_189_3	10
contig-100_34_3	6866
contig-100_96_5	24
contig-100_252_5	20
contig-100_15_18	577
contig-100_31_5	25510
contig-100_458_1	20
contig-100_70_2	5051
contig-100_99_1	714
contig-100_10_12	3327
contig-100_413_1	40
contig-100_0_71	2810
contig-100_74_1	1343
contig-100_278_2	103
contig-100_49_9	187
contig-100_10_9	2131
contig-100_135_1	1136
contig-100_33_2	2703
contig-100_427_1	78
contig-100_529_1	30
contig-100_259_2	21
contig-100_275_4	2
contig-100_37_10	201
contig-100_53_1	26342
contig-100_94_7	1
contig-100_123_5	12
contig-100_496_1	232
contig-100_2_56	1513
contig-100_75_5	135
contig-100_11_1	54657
contig-100_1_32	8120
contig-100_358_2	4
contig-100_404_3	16
contig-100_60_3	778
contig-100_8_20	1181
contig-100_15_21	472
contig-100_29_9	638
contig-100_310_2	12384
contig-100_9_40	615
contig-100_167_1	691
contig-100_37_7	2618
contig-100_260_1	65
contig-100_168_2	47
contig-100_133_6	9
contig-100_5_15	3578
contig-100_17_19	1
contig-100_235_3	115
contig-100_117_2	18951
contig-100_382_1	40
contig-100_146_4	24
contig-100_30_10	91
contig-100_201_3	5
contig-100_334_1	11
contig-100_8_34	1452
contig-100_523_1	12
contig-100_0_19	4333
contig-100_6_18	1038
contig-100_23_12	156
contig-100_5_42	6983
contig-100_137_1	10117
contig-100_88_2	88
contig-100_3_25	24459
contig-100_440_1	29021
contig-100_330_2	7
contig-100_44_5	446
contig-100_244_4	23
contig-100_208_1	443
contig-100_270_3	4
contig-100_187_1	16975
contig-100_436_1	64
contig-100_9_45	50
contig-100_143_3	83
contig-100_18_8	898
contig-100_8_13	8362
contig-100_7_27	906
contig-100_9_34	25
contig-100_39_6	20750
contig-100_186_5	4
contig-100_3_37	9178
contig-100_52_2	5192
contig-100_7_17	805
contig-100_285_2	3510
contig-100_7_41	360
contig-100_131_4	200
contig-100_18_13	316
contig-100_5_33	1494
contig-100_18_3	2562
contig-100_89_1	97199
contig-100_9_8	59582
contig-100_403_3	3
contig-100_197_3	26
contig-100_50_1	159787
contig-100_281_1	307
contig-100_32_7	3123
contig-100_200_1	8839
contig-100_58_4	411
contig-100_61_3	158
contig-100_484_2	6
contig-100_13_2	43287
contig-100_87_7	60
contig-100_248_3	12
contig-100_66_2	26891
contig-100_188_3	55
contig-100_443_1	584
contig-100_433_2	21
contig-100_147_4	40
contig-100_14_26	10
contig-100_341_1	39
contig-100_378_2	102
contig-100_228_3	33
contig-100_257_1	105
contig-100_328_2	13
contig-100_0_12	5425
contig-100_0_10	7639
contig-100_415_3	6
contig-100_166_3	1363
contig-100_175_1	134
contig-100_418_2	20
contig-100_145_2	32
contig-100_544_1	63
contig-100_6_42	1330
contig-100_1_42	355094
contig-100_288_1	1710
contig-100_6_16	3536
contig-100_119_4	448
contig-100_39_9	1
contig-100_256_2	47
contig-100_165_4	22
contig-100_3_72	828
contig-100_350_3	18
contig-100_12_32	217
contig-100_533_2	10
contig-100_57_6	89
contig-100_6_7	6976
contig-100_485_2	4
contig-100_207_2	11641
contig-100_12_28	225
contig-100_415_2	4
contig-100_509_1	25
contig-100_7_47	10
contig-100_125_5	75
contig-100_1_11	9955
contig-100_7_38	2303
contig-100_10_17	1011
contig-100_40_2	13372
contig-100_13_7	39373
contig-100_21_1	25533
contig-100_6_40	532
contig-100_141_3	44
contig-100_40_12	29
contig-100_72_8	2
contig-100_23_3	89187
contig-100_110_2	1478
contig-100_83_6	35
contig-100_17_4	16611
contig-100_290_4	4
contig-100_84_10	44
contig-100_5_9	3460
contig-100_44_10	17
contig-100_4_31	859
contig-100_18_18	231
contig-100_110_1	1341
contig-100_1_62	1253
contig-100_144_4	13
contig-100_19_14	571
contig-100_47_4	956
contig-100_227_3	1281
contig-100_16_25	36
contig-100_0_98	1535
contig-100_50_9	15
contig-100_4_51	4524
contig-100_19_8	10673
contig-100_64_7	2
contig-100_374_1	19
contig-100_5_56	214
contig-100_27_14	38
contig-100_11_33	2718
contig-100_267_3	14
contig-100_8_6	19296
contig-100_12_9	3018
contig-100_321_1	36
contig-100_107_8	4
contig-100_69_2	64797
contig-100_1_15	26087
contig-100_32_4	11265
contig-100_178_3	118
contig-100_366_1	163
contig-100_286_1	59
contig-100_89_8	6
contig-100_123_2	5089
contig-100_1_86	418
contig-100_21_8	7627
contig-100_211_3	18159
contig-100_68_7	10
contig-100_46_2	16329
contig-100_39_7	5757
contig-100_386_3	10
contig-100_11_28	1217
contig-100_101_1	1648
contig-100_21_24	154
contig-100_1_41	5390
contig-100_8_1	18914
contig-100_207_1	22520
contig-100_1_48	3131
contig-100_253_3	32
contig-100_16_19	1305
contig-100_9_16	4757
contig-100_5_57	1265
contig-100_150_3	3
contig-100_228_1	856
contig-100_4_7	19430
contig-100_252_3	58
contig-100_63_4	1033
contig-100_19_19	56
contig-100_188_2	587
contig-100_41_11	17
contig-100_183_3	73
contig-100_16_24	222
contig-100_40_7	1449
contig-100_1_64	1035
contig-100_233_3	21
contig-100_119_7	37
contig-100_11_4	35989
contig-100_3_23	3871
contig-100_20_10	1529
contig-100_56_2	1148
contig-100_17_23	1
contig-100_7_36	744
contig-100_189_1	206
contig-100_2_23	3139
contig-100_15_29	154
contig-100_15_5	790922
contig-100_335_2	17
contig-100_15_15	24227
contig-100_31_13	471
contig-100_41_2	851
contig-100_18_16	912
contig-100_0_107	1271
contig-100_21_3	3078
contig-100_18_1	2826
contig-100_273_2	25
contig-100_6_6	17444
contig-100_16_9	706
contig-100_303_1	35
contig-100_278_3	21
contig-100_72_9	15
contig-100_0_62	1657
contig-100_111_3	128
contig-100_357_3	15
contig-100_157_4	55
contig-100_481_2	45
contig-100_45_3	2710
contig-100_0_91	381
contig-100_518_1	28
contig-100_117_4	54
contig-100_45_1	36164
contig-100_290_1	26
contig-100_430_2	31
contig-100_83_3	22703
contig-100_381_2	26
contig-100_1_26	15163
contig-100_6_15	2070
contig-100_5_5	8063
contig-100_279_2	300
contig-100_521_3	6
contig-100_6_38	493
contig-100_87_8	18
contig-100_525_1	15
contig-100_75_7	41
contig-100_541_2	180
contig-100_3_34	2693
contig-100_493_1	127
contig-100_61_2	99724
contig-100_16_12	670
contig-100_92_3	213
contig-100_317_1	92
contig-100_0_38	6750
contig-100_482_1	25
contig-100_54_3	6281
contig-100_10_18	3145
contig-100_167_4	4
contig-100_176_4	1
contig-100_62_9	24
contig-100_2_69	856
contig-100_107_7	2
contig-100_165_2	126
contig-100_146_1	878
contig-100_107_1	851
contig-100_473_2	14
contig-100_40_5	25300
contig-100_380_2	8
contig-100_12_2	16612
contig-100_558_3	24
contig-100_118_4	106
contig-100_250_2	111
contig-100_4_29	653
contig-100_9_49	24
contig-100_490_2	1
contig-100_33_7	314
contig-100_13_19	399
contig-100_73_3	797
contig-100_13_5	7224
contig-100_18_11	588
contig-100_2_52	2851
contig-100_6_29	1956
contig-100_50_4	408
contig-100_15_10	25790
contig-100_200_3	17
contig-100_9_35	283
contig-100_169_4	17
contig-100_19_6	52686
contig-100_249_1	35
contig-100_0_75	90633
contig-100_477_1	13
contig-100_132_1	7205
contig-100_43_4	630
contig-100_8_22	940
contig-100_297_1	45
contig-100_37_1	36723
contig-100_1_69	2202
contig-100_1_37	2564
contig-100_46_4	4851
contig-100_371_2	7
contig-100_17_16	622
contig-100_25_9	645
contig-100_27_2	13702
contig-100_203_2	957
contig-100_11_12	1000
contig-100_82_3	204
contig-100_131_5	668
contig-100_81_4	1972
contig-100_131_7	20
contig-100_330_1	40
contig-100_38_7	1225
contig-100_412_2	14
contig-100_31_3	1150
contig-100_27_9	1248
contig-100_7_55	515
contig-100_9_28	1778
contig-100_54_8	1936
contig-100_122_2	696
contig-100_1_72	138
contig-100_532_1	72
contig-100_332_1	143
contig-100_384_3	18
contig-100_1_73	208
contig-100_267_1	1096
contig-100_311_3	6
contig-100_0_96	104
contig-100_4_60	871
contig-100_241_6	7
contig-100_94_2	2744
contig-100_237_1	1106
contig-100_8_24	1490
contig-100_36_13	76
contig-100_15_2	360311
contig-100_8_45	220
contig-100_154_1	1926
contig-100_12_15	743
contig-100_89_5	63
contig-100_16_29	3
contig-100_322_1	101
contig-100_7_52	186
contig-100_173_3	93
contig-100_2_6	4988
contig-100_12_13	2662
contig-100_6_11	23141
contig-100_8_43	268
contig-100_5_22	1099
contig-100_402_3	7
contig-100_282_2	57
contig-100_10_8	797
contig-100_546_2	4
contig-100_298_2	8
contig-100_80_1	13017
contig-100_16_10	1550
contig-100_362_1	78
contig-100_9_43	8
contig-100_269_1	155
contig-100_445_1	72
contig-100_246_4	12
contig-100_91_6	9
contig-100_40_11	12
contig-100_444_3	763
contig-100_5_46	665
contig-100_1_59	2057
contig-100_98_9	24
contig-100_55_2	2316
contig-100_420_2	10
contig-100_383_1	72
contig-100_350_1	18
contig-100_86_4	620
contig-100_4_17	3163
contig-100_179_3	1
contig-100_21_10	1756
contig-100_161_2	1456
contig-100_10_20	2119
contig-100_20_6	91252
contig-100_287_3	12
contig-100_135_5	1381
contig-100_77_2	534
contig-100_9_1	81988
contig-100_124_1	6005
contig-100_315_1	119
contig-100_438_2	3
contig-100_70_7	41
contig-100_119_8	1
contig-100_49_7	114
contig-100_334_4	2
contig-100_52_6	31712
contig-100_127_1	15255
contig-100_470_1	27
contig-100_12_25	287
contig-100_45_8	1497
contig-100_277_2	51
contig-100_213_1	3374
contig-100_24_5	233483
contig-100_343_1	435
contig-100_15_25	425
contig-100_284_2	231
contig-100_59_6	145
contig-100_24_1	84574
contig-100_5_11	2475
contig-100_7_6	29166
contig-100_2_62	226
contig-100_425_1	25
contig-100_9_32	1197
contig-100_8_17	4008
contig-100_0_77	1629
contig-100_3_53	836
contig-100_161_1	4194
contig-100_6_23	1024
contig-100_130_4	124
contig-100_134_3	262
contig-100_295_3	8
contig-100_275_3	2
contig-100_514_1	42
contig-100_560_2	63
contig-100_8_37	49
contig-100_88_5	50
contig-100_14_10	1277
contig-100_3_73	714
contig-100_105_3	164
contig-100_7_23	1574
contig-100_38_3	7805
contig-100_210_2	3742
contig-100_30_6	273
contig-100_6_33	2424
contig-100_511_1	26
contig-100_33_13	3
contig-100_314_3	160
contig-100_159_3	18029
contig-100_6_52	524
contig-100_12_5	57904
contig-100_65_5	126
contig-100_172_2	235
contig-100_55_4	587
contig-100_148_2	236
contig-100_3_68	336
contig-100_217_3	3
contig-100_103_7	4
contig-100_299_3	2
contig-100_2_18	1696
contig-100_26_1	116771
contig-100_35_12	6
contig-100_373_2	101
contig-100_95_4	1050
contig-100_499_1	17
contig-100_527_2	3
contig-100_90_5	37
contig-100_2_47	2227
contig-100_28_13	39
contig-100_101_3	166
contig-100_0_17	8816
contig-100_270_1	70
contig-100_125_3	47
contig-100_1_21	15159
contig-100_65_6	212
contig-100_63_7	1024
contig-100_121_3	94
contig-100_22_10	536
contig-100_519_1	18
contig-100_36_1	585524
contig-100_327_1	41
contig-100_4_2	6900
contig-100_153_2	155
contig-100_353_3	135
contig-100_29_2	97194
contig-100_106_2	914
contig-100_132_2	579
contig-100_4_20	2811
contig-100_147_1	467
contig-100_144_1	717
contig-100_243_2	23
contig-100_3_65	31
contig-100_64_3	383
contig-100_391_1	207
contig-100_193_3	30
contig-100_142_3	43
contig-100_25_12	1131
contig-100_11_24	1845
contig-100_116_1	488
contig-100_376_3	10
contig-100_193_1	436
contig-100_2_70	256
contig-100_7_33	4299
contig-100_21_19	1058
contig-100_87_1	61530
contig-100_199_1	361
contig-100_403_4	11
contig-100_162_3	58
contig-100_439_3	5
contig-100_14_19	126
contig-100_128_1	1002
contig-100_9_24	2907
contig-100_41_9	35
contig-100_21_14	4371
contig-100_11_15	1104
contig-100_57_7	139
contig-100_61_5	111
contig-100_28_9	383715
contig-100_0_32	9022
contig-100_2_83	365
contig-100_34_9	581
contig-100_22_8	1797
contig-100_7_10	149871
contig-100_389_2	3
contig-100_11_6	10249
contig-100_23_14	116
contig-100_116_5	1
contig-100_26_14	45
contig-100_556_1	82
contig-100_506_1	14
contig-100_62_3	218
contig-100_426_3	2
contig-100_30_9	153
contig-100_238_1	238
contig-100_170_6	10
contig-100_20_15	549
contig-100_36_7	15091
contig-100_106_3	139
contig-100_8_30	226
contig-100_4_44	535
contig-100_122_3	101
contig-100_104_5	13
contig-100_256_3	6
contig-100_4_56	5115
contig-100_5_38	7131
contig-100_145_6	11
contig-100_78_5	13
contig-100_417_1	37
contig-100_42_2	38648
contig-100_6_46	418
contig-100_2_14	2534
contig-100_14_3	4482
contig-100_194_2	163
contig-100_456_1	22
contig-100_168_3	29
contig-100_35_8	54
contig-100_35_1	13947
contig-100_202_4	2
contig-100_185_1	9903
contig-100_58_5	78
contig-100_363_3	4
contig-100_13_12	2232
contig-100_46_12	2
contig-100_76_2	3194
contig-100_18_21	884
contig-100_480_2	12
contig-100_22_12	301
contig-100_25_11	1238
contig-100_220_4	3
contig-100_276_2	84
contig-100_69_6	60
contig-100_94_1	15586
contig-100_66_6	54
contig-100_0_7	12854
contig-100_0_24	53943
contig-100_214_2	139
contig-100_456_3	122
contig-100_408_3	4
contig-100_49_1	6226
contig-100_166_5	193
contig-100_108_1	217618
contig-100_245_3	11
contig-100_289_3	11
contig-100_54_5	5115
contig-100_21_15	3960
contig-100_14_8	1889
contig-100_0_18	9230
contig-100_422_1	15
contig-100_265_1	43911
contig-100_29_1	40458
contig-100_8_10	14087
contig-100_71_2	636
contig-100_14_11	1430
contig-100_282_3	7
contig-100_87_2	345
contig-100_132_3	405
contig-100_2_80	210
contig-100_562_1	3
contig-100_16_4	1896
contig-100_7_18	1756
contig-100_2_66	141
contig-100_208_2	26
contig-100_115_3	116
contig-100_457_1	21
contig-100_58_1	3318
contig-100_0_52	5114
contig-100_360_3	24
contig-100_2_46	2001
contig-100_50_11	4
contig-100_25_5	91325
contig-100_13_1	37396
contig-100_255_3	4
contig-100_9_12	1826
contig-100_145_3	155
contig-100_190_2	73
contig-100_18_17	1331
contig-100_4_61	3016
contig-100_314_1	128
contig-100_56_6	59
contig-100_89_2	513
contig-100_247_1	788
contig-100_405_3	63
contig-100_5_35	1313
contig-100_3_60	269
contig-100_481_1	15
contig-100_268_3	17
contig-100_34_6	3024
contig-100_27_1	19302
contig-100_23_18	8
contig-100_262_3	3
contig-100_428_1	145
contig-100_32_8	9288
contig-100_5_34	1864
contig-100_3_27	12761
contig-100_190_4	1776
contig-100_212_3	2
contig-100_7_26	1204
contig-100_84_4	4941
contig-100_136_3	78
contig-100_359_1	131
contig-100_24_9	1516
contig-100_338_2	17200
contig-100_4_64	412
contig-100_83_7	50
contig-100_498_3	2
contig-100_54_4	2511
contig-100_8_31	2630
contig-100_50_8	708
contig-100_60_6	309
contig-100_4_68	1519
contig-100_197_4	24
contig-100_359_2	26
contig-100_258_3	4
contig-100_47_5	173
contig-100_8_16	2804
contig-100_12_8	9275
contig-100_12_20	473
contig-100_370_1	81
contig-100_25_16	867
contig-100_4_21	8506
contig-100_59_1	1784
contig-100_64_8	3
contig-100_484_1	16
contig-100_57_1	5934
contig-100_1_3	21118
contig-100_152_6	1
contig-100_2_11	2278
contig-100_8_5	48721
contig-100_79_2	598
contig-100_148_1	222
contig-100_559_1	41
contig-100_3_12	17250
contig-100_400_1	21
contig-100_67_6	31873
contig-100_35_7	2088
contig-100_259_1	803
contig-100_159_4	785
contig-100_21_20	18
contig-100_45_10	521
contig-100_357_2	10
contig-100_99_2	260
contig-100_36_17	3
contig-100_171_2	1325
contig-100_15_14	29779
contig-100_223_3	1
contig-100_40_8	14734
contig-100_74_3	287
contig-100_221_2	39
contig-100_17_13	667
contig-100_25_10	371
contig-100_528_2	62
contig-100_4_70	234
contig-100_224_3	13
